@: 2, 0, 0, 0, 2, 2, 0, 2, 0, 2, 
M: 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 
m: 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 
M: 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 
m: 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 
M: 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
m: 3, -1, 0, -1, 0, -1, 0, -1, 0, -1, 
M: 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
m: 1, -1, 1, -1, 1, -1, 2, -1, 1, -1, 
m: 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 
M: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
